Code,ArabicDescription,EnglishDescription,UOM,Price,Section
304010204,تمديد كابل مفرد آحادي ج.متوسط >185,"MV cable laying with single core, above 185 sq. mm. mm. Al or Cu.",M,9.0,أعمال الكابلات
304020001,ازاحة (تغيير مسار) الكابل القديم ج.منخفض أو متوسط,"Relocation (diversion) of old any size / types LV/MV cable, including cutting or disconnecting of the cable if required, in trenches, manhole / handhole, duct banks etc.",M,16.0,أعمال الكابلات
304030001,إزالة كابل ج.متوسط/منخفض متعدد القلب/آحادي القلب أي مقاس,"Removal of MV /LV cable multi / single core, any size",M,12.0,أعمال الكابلات
304040101,تمديد كابل جهد متوسط أو منخفض أي مقاس/نوع  على حامل,"MV/ LV cable laying, any type/size, on existing tray with fixing clamps every two meters in case of  laying the cables inside the Grid stations or manhole / handhole or tunnels (excluding supplying of clamps / gland / saddle)",M,25.0,أعمال الكابلات
304040102,تمديد الكابلات على الجسور,"Laying of cables on bridges in case of cables crossing roads by installing galvanized steel or concrete carriers, cables should be laid inside PVC pipes including supplying of the required materials ( clamps,cables carrier,  PVC pipes ... etc. )",M,126.0,أعمال الكابلات
304040103,تمديد أواعادة طي كابل أحادي / رباعي القلب  ج.منخفض للتوصيل المؤقت,"Laying or rerolling of any size 4/Core or 1/Core LV cable, Al or Cu. on ground for temporary power supply, including disconnection / reconnection to equipment for temporary cable ,cable rerolling and returning to warehouse, (excluding cable terminations or cable lugs and (installation of cable protection coverin roads crossings",M,17.0,أعمال الكابلات
304040104,تمديد أواعادة طي كابل أحادي/ ثلاثي القلب للتوصيل المؤقت ج.متوسط,"Laying or rerolling of any size / type 3/Core or 1/Core MV cable, Al or Cu. on ground for temporary power supply, including disconnection / reconnection to equipment for temporary cable, cable rerolling and returning to warehouse (excluding cable terminations or cable lugs or installation / removal of cable protection cover in roads crossings or pulling of flexible cable trailer )",M,22.0,أعمال الكابلات
304040105,المبلغ الاضافي حال تمديد كابل ج.متوسط والمنخفض داخل مواسير لقنوات الخدمات أو...الخ,"Additional amount in case of laying MV / LV cables through pipes of utility tunnels or through water channels or cable entrances / exits of G/S or main S/S and inside existing pipes between manholes / handholes if required / HDPE pipes laid by Horizontal Directional Drilling Method / concrete duct banks ( not to be used in case of cable laying inside roads crossing / building gates crossing ,cable riser pipes or bridges )",M,8.0,أعمال الكابلات
304040106,توريد ودهان كابلات ج.متوسط بمادة مضادة للحريق,Supplying and coating with fire prove material (firetherm) for 1/C or 3/C MV cable inside G/S / utility tunnels,M,167.0,أعمال الكابلات
304040107,توريدوتركيب علامة/لوحة إرشادية للدلالة على مسار الكابل,Supplying and installation of plate or marker for cable route or location,EA,82.0,أعمال الكابلات
304040108,توريد وتركيب عارضة الإيقاف الطولية المثقبة,Supplying and installation of slotted channel size (10cm x 15cm),M,76.0,عام
304040109,توريد وتركيب الجسرالحديدي المغلفن,Supplying and installation of galvanized steel beam U- section (10 cm x15 cm).,M,133.0,عام
304040110,توريد وتركيب حوامل/ سلالم لكابلات ج.متوسط/ فايبر,Supplying and installation of MV / fiber cables tray or cable ladder ground support in G/S including required disconnection / reinstallation works,M,191.0,أعمال الكابلات
304040111,توريد وتركيب قفيز لتثبيت كابل اي مقاس  داخل المحطات الرئيسية او غرف التفتيش او الانفاق,"Supplying and installation of cable clamp/gland / saddle, any size inside  G/S or manhole / handhole or tunnels if required",EA,149.0,أعمال الكابلات
304040112,توريد وتركيب قفيز لتثبيت كابل اي مقاس خارج المحطات الرئيسية او غرف التفتيش او الانفاق,"Supplying and installation of cable clamp for cable / protection PVC pipe , any size outside the G/S or manhole / handhole or tunnels if required",EA,53.0,أعمال الكابلات
304040113,توريد وتركيب ذراع حامل كابلات أفقي/ شاقولي/ شكل يو,Supplying and installation of galvanized steel cable support with its accessories any type ( horizontal / suspended and U- section any size ) as per company requirements  on small bridges or concrete wall.,EA,76.0,أعمال الكابلات
304040114,توريد المواد اللازمة وتركيب سدادة لمداخل الكابلات داخل المحطات الرئيسية,Supplying andinstallation of required duct plug for cable entrances inside G/S as per company requirements and specifications,EA,133.0,أعمال الكابلات
304040201,المبلغ الاضافي عند تمديد كابل ج.منخفض للتوصيل إلى معدة هوائية أو خط هوائي,"Additional amount in case of laying any size LV cables for connection to pole-mounted equipment /OH line ( riser ), Inciuding supplying and installation of cable riser protection pipe and laying the riser cable inside the pipe and connection to equipment and closing the pipe with duct seal as per company requirements ( excluding new terminations and cables lugs installations  with the required torque )",M,55.0,أعمال الكابلات
304040202,المبلغ الاضافي عند تمديد كابل ج.متوسط للتوصيل إلى معدة هوائية أو خط هوائي,"Additional amount in case of laying any size MV cables for connection to pole-mounted equipment /OH line ( riser ), Inciuding supplying and installation of cable riser protection pipe and laying the riser cable inside the pipe and connection to equipment and closing the pipe with duct seal as per company requirements ( excluding new terminations and cables lugs installations  with the required torque )",M,70.0,أعمال الكابلات
304040203,أستبدال وصلة العبورللكابل الصاعد,"Replacement of  one jumper of cable risers, including disconnection and removal of existing jumper, preparation and reconnection of new jumper between cable riser and overhead line, including installation of additional stand off insulators, if required .",EA,211.0,الوصلات والنهايات
